title,year,genre,country,imdbRating,imdbVotes
The Counselor,2013,"Crime, Drama, Thriller","USA, UK",5.4,73018
Blended,2014,"Comedy, Romance",USA,6.5,73028
Waiting...,2005,Comedy,USA,6.8,73038
Ted Bundy - Fascino criminale,2019,"Biography, Crime, Drama",USA,6.6,73071
Julie & Julia,2009,"Biography, Drama, Romance",USA,7,73103
The Raid 2,2014,"Action, Crime, Thriller","Indonesia, USA",8,73217
Robin Hood,1973,"Animation, Adventure, Comedy",USA,7.6,73237
The Basketball Diaries,1995,"Biography, Crime, Drama",USA,7.3,73277
Sex Tape,2014,"Comedy, Romance",USA,5.1,73284
Runaway Jury,2003,"Drama, Thriller",USA,7.1,73300
Enter the Dragon,1973,"Action, Crime, Drama","Hong Kong, USA",7.7,73344
30 Minutes or Less,2011,"Action, Comedy, Crime","Germany, Canada, USA",6.2,73352
Broken Arrow,1996,"Action, Adventure, Comedy",USA,6,73371
Sahara,2005,"Action, Adventure, Comedy","UK, Spain, Germany, USA",6,73377
Enter the Dragon,1973,"Action, Crime, Drama","Hong Kong, USA",7.7,73441
Locke,2013,Drama,"UK, USA",7.1,73474
The Omen,1976,"Drama, Horror, Mystery","USA, UK",7.6,73547
The Painted Veil,2006,"Drama, Romance","China, USA, Canada",7.5,73573
Il ritorno di Mary Poppins,2018,"Comedy, Family, Fantasy","USA, UK",6.7,73598
A Walk Among the Tombstones,2014,"Crime, Drama, Mystery",USA,6.5,73605
The Experiment,2001,"Drama, Thriller",Germany,7.8,73614
A Prophet,2009,"Crime, Drama","France, Italy",7.9,73662
Out of the Furnace,2013,"Crime, Drama, Thriller","USA, UK",6.8,73688
Ali,2001,"Biography, Drama, Sport",USA,6.8,73782
Dancer in the Dark,2000,"Crime, Drama, Musical","Denmark, Argentina, Spain, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Norway",8,73989
Lady in the Water,2006,"Fantasy, Mystery, Thriller",USA,5.7,74004
Enemy,2013,"Mystery, Thriller","Canada, Spain, France",6.8,74013
Homefront,2013,"Action, Crime, Drama",USA,6.5,74054
The Amityville Horror,2005,"Drama, Horror, Mystery",USA,6,74074
The One,2001,"Action, Sci-Fi, Thriller",USA,5.9,74132
Friday the 13th,1980,Horror,USA,6.5,74176
A Dangerous Method,2011,"Biography, Drama, Thriller","UK, Germany, Canada, Switzerland",6.5,74215
L'angelo del male - Brightburn,2019,"Drama, Horror, Mystery",USA,6.1,74226
The Iron Lady,2011,"Biography, Drama, History","UK, France",6.4,74240
Elite Squad,2007,"Action, Crime, Drama",Brazil,8.1,74302
The French Connection,1971,"Action, Crime, Drama",USA,7.8,74326
Marie Antoinette,2006,"Biography, Drama, History","USA, France, Japan",6.4,74350
Bonnie and Clyde,1967,"Biography, Crime, Drama",USA,7.9,74364
Never Back Down,2008,"Action, Drama, Sport",USA,6.6,74390
Patch Adams,1998,"Biography, Comedy, Drama",USA,6.6,74405
Shanghai Knights,2003,"Action, Adventure, Comedy","USA, Hong Kong",6.2,74421
Peter Pan,1953,"Animation, Adventure, Family",USA,7.4,74432
The Iron Lady,2011,"Biography, Drama, History","UK, France",6.4,74469
Vacancy,2007,"Horror, Thriller",USA,6.2,74546
Hellboy,2019,"Action, Adventure, Fantasy","USA, UK, Bulgaria, Canada, Portugal, France",5.2,74561
DragonHeart,1996,"Action, Adventure, Drama",USA,6.4,74565
Sonic - Il film,2020,"Action, Adventure, Comedy","USA, Japan, Canada",6.5,74639
The Five-Year Engagement,2012,"Comedy, Romance","USA, Japan",6.2,74686
Sphere,1998,"Drama, Mystery, Sci-Fi",USA,6,74718
Thunderball,1965,"Action, Adventure, Thriller",UK,7,74753
Extremely Loud & Incredibly Close,2011,"Adventure, Drama, Mystery",USA,6.9,74765
Just Friends,2005,"Comedy, Romance","Germany, USA, Canada",6.2,74794
Insospettabili sospetti,2017,"Comedy, Crime",USA,6.6,74811
Klaus: I segreti del Natale,2019,"Animation, Adventure, Comedy","Spain, UK",8.2,74832
Only God Forgives,2013,"Crime, Drama","Denmark, Sweden, Thailand, USA, France",5.7,74860
Land of the Dead,2005,Horror,"Canada, France, USA",6.3,74896
Blue Is the Warmest Color,2013,"Drama, Romance","France, Belgium, Spain",7.9,75040
Music and Lyrics,2007,"Comedy, Music, Romance",USA,6.5,75049
All About Eve,1950,Drama,USA,8.4,75075
Dinner for Schmucks,2010,Comedy,USA,5.9,75162
Like Stars on Earth,2007,"Drama, Family, Music",India,8.5,75208
The Cider House Rules,1999,"Drama, Romance",USA,7.4,75213
Attack the Block,2011,"Action, Comedy, Sci-Fi","UK, France",6.6,75227
Crimson Tide,1995,"Action, Drama, Thriller",USA,7.3,75242
Cellular,2004,"Action, Crime, Drama","USA, Germany",6.5,75321
The American,2010,"Crime, Drama, Thriller","USA, UK",6.3,75335
Safe,2012,"Action, Crime, Thriller",USA,6.5,75430
Gemini Man,2019,"Action, Drama, Sci-Fi","China, USA, India",5.7,75445
Pompeii,2014,"Action, Adventure, Drama","Canada, Germany, USA",5.6,75453
Iron Sky,2012,"Action, Comedy, Sci-Fi","Finland, Germany, Australia",5.9,75469
Legion,2010,"Action, Fantasy, Horror",USA,5.2,75626
Mamma Mia! Here We Go Again,2018,"Comedy, Musical, Romance","UK, USA, Japan",6.6,75686
Paranormal Activity 2,2010,Horror,USA,5.7,75700
Splice,2009,"Horror, Sci-Fi","Canada, France, USA",5.8,75708
Not Another Teen Movie,2001,Comedy,USA,5.7,75731
Patriot Games,1992,"Action, Crime, Drama",USA,6.9,75823
Little Nicky,2000,"Comedy, Fantasy",USA,5.3,75849
The Cell,2000,"Horror, Sci-Fi, Thriller","USA, Germany",6.3,75950
Dumbo,1941,"Animation, Family, Musical",USA,7.3,75991
Caddyshack,1980,"Comedy, Sport",USA,7.4,76013
Faster,2010,"Action, Crime, Drama",USA,6.5,76025
Rambo: Last Blood,2019,"Action, Thriller","USA, Hong Kong, France, Bulgaria, Spain, Sweden",6.1,76064
Willow,1988,"Action, Adventure, Drama","USA, New Zealand",7.2,76250
The Name of the Rose,1986,"Crime, Mystery, Thriller","Italy, West Germany, France",7.8,76271
The Naked Gun 2�: The Smell of Fear,1991,"Comedy, Crime",USA,6.8,76343
Journey to the Center of the Earth,2008,"Action, Adventure, Family",USA,5.8,76398
Journey to the Center of the Earth,2008,"Action, Adventure, Family",USA,5.8,76422
Frequency,2000,"Crime, Drama, Sci-Fi",USA,7.3,76462
Maverick,1994,"Action, Adventure, Comedy",USA,7,76472
Frequency,2000,"Crime, Drama, Sci-Fi",USA,7.3,76522
Unbroken,2014,"Biography, Drama, Sport",USA,7.2,76616
Maleficent - Signora del male,2019,"Adventure, Family, Fantasy","USA, UK, Canada",6.6,76696
Hereafter,2010,"Drama, Fantasy",USA,6.5,76770
Pet Sematary,2019,"Horror, Mystery, Thriller","USA, Canada",5.7,76819
Ponyo,2008,"Animation, Family, Fantasy",Japan,7.7,76850
Instant Family,2018,"Comedy, Drama",USA,7.3,76885
Le ragazze di Wall Street,2019,"Comedy, Crime, Drama",USA,6.3,76903
Onward - Oltre la magia,2020,"Animation, Adventure, Comedy",USA,7.4,76905
Mortal Kombat,1995,"Action, Adventure, Fantasy",USA,5.8,76908
Be Kind Rewind,2008,"Comedy, Drama","UK, France, USA",6.4,76995
The Parent Trap,1998,"Adventure, Comedy, Drama",USA,6.4,77063
Broken Flowers,2005,"Comedy, Drama, Mystery","USA, France",7.2,77084
Final Destination 5,2011,"Horror, Thriller","USA, Canada",5.9,77181
Spy Kids,2001,"Action, Adventure, Comedy",USA,5.4,77283
Bedazzled,2000,"Comedy, Fantasy, Romance","USA, Germany",5.9,77340
Lockout,2012,"Action, Drama, Sci-Fi",France,6.1,77437
Babylon A.D.,2008,"Action, Adventure, Sci-Fi",France,5.6,77447
Just Like Heaven,2005,"Comedy, Fantasy, Romance",USA,6.7,77465
The International,2009,"Action, Crime, Drama","USA, Germany, UK",6.5,77470
A Single Man,2009,Drama,USA,7.6,77553
The X Files,1998,"Mystery, Sci-Fi, Thriller",USA,6.9,77613
Lockout,2012,"Action, Drama, Sci-Fi",France,6.1,77616
The Meaning of Life,1983,"Comedy, Musical",UK,7.6,77643
My Cousin Vinny,1992,"Comedy, Crime",USA,7.5,77688
Drive Angry,2011,"Action, Comedy, Fantasy",USA,5.5,77741
Casper,1995,"Comedy, Family, Fantasy",USA,6,77764
The Rundown,2003,"Action, Adventure, Comedy",USA,6.7,77791
Sweet Home Alabama,2002,"Comedy, Romance",USA,6.1,77830
Lee Daniels' The Butler,2013,"Biography, Drama",USA,7.1,77846
Anastasia,1997,"Animation, Adventure, Drama",USA,7.1,77891
The Full Monty,1997,"Comedy, Drama, Music","UK, USA",7.2,77930
Escape Room,2019,"Action, Adventure, Horror","USA, South Africa",6.3,77941
Stoker,2013,"Drama, Thriller","UK, USA",6.9,77946
Little Fockers,2010,"Comedy, Romance",USA,5.5,77982
The Other Boleyn Girl,2008,"Biography, Drama, History","UK, USA",6.7,78034
Begin Again,2013,"Drama, Music",USA,7.5,78140
Flushed Away,2006,"Animation, Adventure, Comedy","UK, USA",6.7,78148
Beverly Hills Cop II,1987,"Action, Comedy, Crime",USA,6.4,78169
Poseidon,2006,"Action, Adventure, Drama",USA,5.6,78201
The Babadook,2014,"Drama, Horror, Thriller","Australia, Canada",6.9,78243
Irreversible,2002,"Crime, Drama, Mystery",France,7.4,78256
The Motorcycle Diaries,2004,"Adventure, Biography, Drama","Argentina, USA, Chile, Peru, Brazil, UK, Germany, France",7.8,78331
Super Size Me,2004,"Documentary, Comedy, Drama",USA,7.3,78414
Percy Jackson: Sea of Monsters,2013,"Adventure, Family, Fantasy",USA,5.9,78468
Paul Blart: Mall Cop,2009,"Action, Comedy, Crime",USA,5.2,78506
Conan the Barbarian,2011,"Action, Adventure, Fantasy",USA,5.2,78534
Seeking a Friend for the End of the World,2012,"Adventure, Comedy, Drama","USA, Singapore, Malaysia, Indonesia",6.7,78539
Percy Jackson: Sea of Monsters,2013,"Adventure, Family, Fantasy",USA,5.9,78556
Jeepers Creepers,2001,Horror,"Germany, USA",6.1,78558
Eraser,1996,"Action, Drama, Mystery",USA,6,78570
The Ladykillers,2004,"Comedy, Crime, Thriller",USA,6.2,78646
Before the Devil Knows You're Dead,2007,"Crime, Drama, Thriller",USA,7.3,78664
Rocky V,1990,"Drama, Sport",USA,5.1,78735
Couples Retreat,2009,Comedy,USA,5.5,78766
Precious,2009,Drama,USA,7.4,78885
What Dreams May Come,1998,"Drama, Fantasy, Romance","USA, New Zealand",7,78964
Wall Street: Money Never Sleeps,2010,Drama,USA,6.3,79063
Precious,2009,Drama,USA,7.4,79110
Two Weeks Notice,2002,"Comedy, Romance","USA, Australia",6,79118
Pinocchio,1940,"Animation, Family, Fantasy",USA,7.5,79120
The Queen,2006,"Biography, Drama","UK, USA, France, Italy",7.4,79197
Epic,2013,"Animation, Adventure, Family",USA,6.7,79225
Il re,2019,"Biography, Drama, History","UK, Hungary, USA, Australia",7.2,79237
Two Weeks Notice,2002,"Comedy, Romance","USA, Australia",6,79322
Serendipity,2001,"Comedy, Romance",USA,6.9,79329
Matilda,1996,"Comedy, Fantasy",USA,6.8,79359
Tenacious D in The Pick of Destiny,2006,"Adventure, Comedy, Music","USA, Germany",6.8,79407
Rebecca,1940,"Mystery, Thriller",USA,8.2,79450
The Nutty Professor,1996,"Comedy, Romance, Sci-Fi",USA,5.5,79505
Bill & Ted's Excellent Adventure,1989,"Adventure, Comedy, Sci-Fi",USA,6.9,79516
United 93,2006,"Action, Crime, Drama","France, UK, USA",7.6,79531
Mr. Bean's Holiday,2007,"Comedy, Family","UK, France, Germany",6.3,79753
The Family,2013,"Comedy, Crime, Thriller","USA, France",6.3,79774
From Russia with Love,1963,"Action, Adventure, Thriller",UK,7.5,79828
Brick,2005,"Crime, Drama, Mystery",USA,7.4,79884
Rescue Dawn,2006,"Adventure, Biography, Drama","USA, Luxembourg",7.4,79889
Fright Night,2011,"Comedy, Horror",USA,6.4,79957
Antichrist,2009,"Drama, Horror","Denmark, Germany, France, Sweden, Italy, Poland",6.6,80010
Twins,1988,Comedy,USA,6,80151
Bicentennial Man,1999,"Comedy, Drama, Fantasy","USA, Germany",6.8,80153
Escape from Alcatraz,1979,"Action, Biography, Crime",USA,7.6,80153
Good Time,2017,"Crime, Drama, Thriller",USA,7.4,80270
Police Academy,1984,Comedy,USA,6.6,80278
Inside Llewyn Davis,2013,"Drama, Music","USA, UK, France",7.4,80353
Hannibal Rising,2007,"Crime, Drama, Thriller","UK, Czech Republic, France, Italy",6.2,80460
The Man Who Wasn't There,2001,"Crime, Drama","USA, UK",7.6,80471
The Call,2013,"Crime, Thriller",USA,6.7,80721
Mirrors,2008,"Horror, Mystery, Thriller","USA, Romania, Germany",6.2,80807
Overlord,2018,"Action, Adventure, Horror","USA, Canada",6.6,80870
Get the Gringo,2012,"Action, Crime, Drama",USA,7,80901
Unleashed,2005,"Action, Crime, Drama","France, USA, UK",7,80950
Saw V,2008,"Horror, Mystery","USA, Canada",5.8,80957
It Comes at Night,2017,"Horror, Mystery",USA,6.2,80976
"Good Night, and Good Luck.",2005,Drama,"USA, France, UK, Japan",7.5,80998
Reign Over Me,2007,Drama,USA,7.5,81023
Dumb and Dumber To,2014,Comedy,USA,5.8,81083
The Skeleton Key,2005,"Horror, Mystery, Thriller","USA, Germany",6.5,81118
Field of Dreams,1989,"Drama, Family, Fantasy",USA,7.6,81166
Brothers,2009,"Drama, Thriller, War",USA,7.1,81194
The Princess and the Frog,2009,"Animation, Family, Fantasy",USA,7.2,81216
Night of the Living Dead,1968,"Drama, Horror",USA,8,81338
The Way Back,2010,"Adventure, Drama, History","USA, United Arab Emirates, Poland",7.3,81379
Talk to Her,2002,"Drama, Mystery, Romance",Spain,8,81391
Wrong Turn,2003,Horror,"USA, Germany",6.1,81426
Night of the Living Dead,1968,"Drama, Horror",USA,8,81429
Brothers,2009,"Drama, Thriller, War",USA,7.1,81477
The Family Man,2000,"Comedy, Drama, Fantasy",USA,6.7,81482
Your Highness,2011,"Adventure, Comedy, Fantasy",USA,5.6,81488
Judge Dredd,1995,"Action, Crime, Sci-Fi",USA,5.4,81645
Entrapment,1999,"Action, Crime, Romance","USA, UK, Germany",6.2,81674
Nebraska,2013,"Adventure, Drama",USA,7.8,81682
Behind Enemy Lines,2001,"Action, War, Drama",USA,6.4,81700
The Rum Diary,2011,"Comedy, Drama",USA,6.2,81723
Tremors,1990,"Comedy, Horror, Sci-Fi",USA,7.1,81748
Barton Fink,1991,"Comedy, Drama","USA, UK",7.7,81796
The Circle,2017,"Drama, Sci-Fi, Thriller","United Arab Emirates, USA, France",5.3,81826
Tutte le volte che ho scritto ti amo,2018,"Comedy, Drama, Romance",USA,7.1,81850
The Life of David Gale,2003,"Crime, Drama, Thriller","USA, Germany, UK",7.5,81953
R.I.P.D.,2013,"Action, Comedy, Sci-Fi",USA,5.6,82038
"Morto Stalin, se ne fa un altro",2017,"Comedy, Drama, History","UK, France, Belgium, Canada, USA",7.2,82042
Parker,2013,"Action, Crime, Thriller",USA,6.2,82053
The Sum of All Fears,2002,"Action, Drama, Thriller","USA, Germany",6.4,82088
August Rush,2007,"Drama, Music",USA,7.5,82130
Into the Woods,2014,"Adventure, Fantasy, Musical","USA, UK, Canada",6,82172
The Bodyguard,1992,"Action, Drama, Music",USA,6.1,82174
The Manchurian Candidate,2004,"Drama, Mystery, Sci-Fi",USA,6.6,82251
Step Up,2006,"Crime, Drama, Music",USA,6.5,82262
Escape from New York,1981,"Action, Sci-Fi","UK, USA",7.2,82303
"Planes, Trains & Automobiles",1987,Comedy,USA,7.6,82324
The Mexican,2001,"Adventure, Comedy, Crime",USA,6.1,82390
Before Midnight,2013,"Drama, Romance","USA, Greece",8,82489
The Firm,1993,"Drama, Mystery, Thriller",USA,6.8,82531
Widows - Eredità criminale,2018,"Crime, Drama, Thriller","UK, USA",6.9,82616
Empire of the Sun,1987,"Drama, History, War",USA,7.8,82803
The Fall,2006,"Adventure, Drama, Fantasy","USA, India",7.9,82857
Halloween,2007,Horror,USA,6.1,82893
Planet Earth,2006,Documentary,UK,9.5,82896
Doom,2005,"Action, Horror, Sci-Fi","UK, Czech Republic, Germany, USA",5.2,82904
The Drop,2014,"Crime, Drama",USA,7.1,83000
Dan in Real Life,2007,"Comedy, Drama, Romance",USA,6.8,83020
Nausica� of the Valley of the Wind,1984,"Animation, Adventure, Fantasy",Japan,8.1,83056
The Jackal,1997,"Action, Adventure, Crime","USA, UK, France, Germany, Japan",6.3,83141
Johnny English Reborn,2011,"Action, Adventure, Comedy","USA, France, UK",6.3,83196
The Princess Diaries,2001,"Comedy, Family, Romance",USA,6.2,83215
The Interpreter,2005,"Mystery, Thriller","UK, USA, France, Germany",6.4,83217
Bambi,1942,"Animation, Family",USA,7.4,83357
Dawn of the Dead,1978,"Drama, Horror","Italy, USA",8,83383
Alpha Dog,2006,"Biography, Crime, Drama","USA, Germany",6.9,83384
Rambo III,1988,"Action, Adventure, Thriller",USA,5.7,83388
Bicycle Thieves,1948,Drama,Italy,8.4,83409
Freddy vs. Jason,2003,"Horror, Thriller",USA,5.8,83434
The Prince of Egypt,1998,"Animation, Adventure, Biography",USA,7,83437
Once,2006,"Drama, Music, Romance",Ireland,7.9,83510
Red Riding Hood,2011,"Fantasy, Horror, Mystery","USA, Canada",5.4,83514
The Three Musketeers,2011,"Action, Adventure, Romance","Germany, France, UK",5.8,83514
Infernal Affairs,2002,"Crime, Mystery, Thriller",Hong Kong,8.1,83515
Repo Men,2010,"Action, Crime, Sci-Fi","USA, Canada",6.3,83526
The Forbidden Kingdom,2008,"Action, Adventure, Fantasy","USA, China",6.6,83526
Robin Hood: Men in Tights,1993,"Adventure, Comedy, Musical","France, USA",6.7,83537
Where the Wild Things Are,2009,"Adventure, Drama, Family","Germany, Australia, USA",6.8,83541
Nausica� of the Valley of the Wind,1984,"Animation, Adventure, Fantasy",Japan,8.1,83581
xXx - Il ritorno di Xander Cage,2017,"Action, Adventure, Thriller","China, Canada, USA",5.2,83629
The Good Shepherd,2006,"Drama, History, Thriller",USA,6.7,83713
Van Wilder: Party Liaison,2002,"Comedy, Romance","Germany, USA",6.4,83791
Death Note,2006�2007,"Animation, Crime, Drama",Japan,9,83811
Men of Honor,2000,"Biography, Drama",USA,7.1,83938
End of Days,1999,"Action, Fantasy, Horror",USA,5.7,83947
Big Trouble in Little China,1986,"Action, Adventure, Comedy",USA,7.3,83960
Coach Carter,2005,"Drama, Sport","USA, Germany",7.2,84055
Charlie Wilson's War,2007,"Biography, Comedy, Drama","USA, Germany",7.1,84075
Il gioco di Gerald,2017,"Drama, Horror, Thriller",USA,6.6,84184
A Scanner Darkly,2006,"Animation, Sci-Fi, Thriller",USA,7.1,84232
We Need to Talk About Kevin,2011,Drama,"UK, USA",7.5,84232
Bend It Like Beckham,2002,"Comedy, Drama, Romance","UK, Germany, USA",6.7,84246
Gothika,2003,"Horror, Thriller",USA,5.8,84256
End of Days,1999,"Action, Fantasy, Horror",USA,5.7,84257
Labyrinth,1986,"Adventure, Family, Fantasy","UK, USA",7.4,84486
Death at a Funeral,2007,Comedy,"USA, Germany, UK, Netherlands",7.4,84493
Castle in the Sky,1986,"Animation, Adventure, Family",Japan,8.1,84503
Margin Call,2011,"Drama, Thriller",USA,7.1,84723
Coyote Ugly,2000,"Comedy, Drama, Music",USA,5.6,84789
Animal House,1978,Comedy,USA,7.6,84834
Stuart Little,1999,"Adventure, Comedy, Family","Germany, USA",5.9,84836
La rivincita delle sfigate,2019,Comedy,USA,7.2,84858
Awakenings,1990,"Biography, Drama",USA,7.8,84974
Frost/Nixon,2008,"Drama, History","USA, UK, France",7.7,85026
The Host,2013,"Adventure, Romance, Sci-Fi","USA, Switzerland",5.9,85057
Let Me In,2010,"Drama, Horror, Mystery","UK, USA",7.2,85084
Castle in the Sky,1986,"Animation, Adventure, Family",Japan,8.1,85097
Life as We Know It,2010,"Comedy, Drama, Romance",USA,6.5,85228
Something's Gotta Give,2003,"Comedy, Drama, Romance",USA,6.7,85278
Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Drama",USA,7.7,85358
Running Scared,2006,"Action, Crime, Drama","Germany, USA",7.5,85464
Pirate Radio,2009,"Comedy, Drama, Music","UK, Germany, France",7.4,85496
The Whole Nine Yards,2000,"Comedy, Crime",USA,6.7,85528
Trance,2013,"Crime, Drama, Mystery","UK, USA, France",7,85621
Boyz n the Hood,1991,"Crime, Drama",USA,7.8,85638
Wild Things,1998,"Crime, Drama, Mystery",USA,6.5,85655
The Strangers,2008,"Horror, Mystery, Thriller",USA,6.2,85660
Push,2009,"Action, Sci-Fi, Thriller","USA, Canada",6.1,85694
Y Tu Mam� Tambi�n,2001,"Adventure, Comedy, Drama",Mexico,7.7,85750
Paycheck,2003,"Action, Mystery, Sci-Fi","USA, Canada",6.3,85755
Wild Things,1998,"Crime, Drama, Mystery",USA,6.5,85828
The Lost Boys,1987,"Comedy, Horror",USA,7.2,85832
The Strangers,2008,"Horror, Mystery, Thriller",USA,6.2,85834
The Wolfman,2010,"Drama, Horror, Thriller",USA,5.8,85876
The Diving Bell and the Butterfly,2007,"Biography, Drama","France, USA",8,86074
Strangers on a Train,1951,"Crime, Film-Noir, Thriller",USA,8.1,86343
Foxcatcher,2014,"Biography, Drama, Sport",USA,7.1,86433
The Faculty,1998,"Horror, Mystery, Sci-Fi",USA,6.4,86591
Outbreak,1995,"Action, Drama, Thriller",USA,6.5,86633
The Book Thief,2013,"Drama, War","USA, Germany",7.6,86704
The Book Thief,2013,"Drama, War","USA, Germany",7.6,86800
The Jacket,2005,"Drama, Horror, Mystery","USA, Germany",7.1,86845
House of Flying Daggers,2004,"Action, Adventure, Drama","China, Hong Kong",7.6,86858
Jennifer's Body,2009,"Comedy, Horror",USA,5.1,86971
Alice in Wonderland,1951,"Animation, Adventure, Family",USA,7.4,87099
The Texas Chain Saw Massacre,1974,"Horror, Thriller",USA,7.5,87252
The Crazies,2010,"Horror, Mystery, Thriller","USA, United Arab Emirates",6.6,87261
Tears of the Sun,2003,"Action, Drama, Thriller",USA,6.6,87303
Scary Movie 4,2006,Comedy,USA,5.1,87322
Babe,1995,"Comedy, Drama, Family","Australia, USA",6.8,87344
Horrible Bosses 2,2014,"Comedy, Crime",USA,6.4,87421
Blazing Saddles,1974,"Comedy, Western",USA,7.8,87456
Across the Universe,2007,"Drama, Fantasy, Musical","USA, UK",7.4,87556
The Spectacular Now,2013,"Comedy, Drama, Romance",USA,7.2,87796
Blazing Saddles,1974,"Comedy, Western",USA,7.8,87891
The Addams Family,1991,"Comedy, Fantasy",USA,6.8,87966
The Thing,2011,"Horror, Mystery, Sci-Fi","USA, Canada",6.2,87980
The Exorcism of Emily Rose,2005,"Drama, Horror, Thriller",USA,6.7,87993
House of Wax,2005,"Horror, Thriller","Australia, USA",5.3,88021
Identity Thief,2013,"Comedy, Crime",USA,5.7,88035
Double Indemnity,1944,"Crime, Drama, Film-Noir",USA,8.4,88089
Tombstone,1993,"Action, Drama, History",USA,7.8,88142
Leaving Las Vegas,1995,"Drama, Romance",USA,7.6,88232
Miami Vice,2006,"Action, Crime, Thriller","USA, Germany, Paraguay, Uruguay",6,88309
"Non succede, ma se succede...",2019,"Comedy, Romance","USA, Canada, Colombia",6.8,88321
Valentine's Day,2010,"Comedy, Romance",USA,5.8,88515
Sleeping Beauty,1959,"Animation, Family, Fantasy",USA,7.3,88530
Freaky Friday,2003,"Comedy, Family, Fantasy",USA,6.1,88549
Rope,1948,"Crime, Drama, Thriller",USA,8,88618
Shanghai Noon,2000,"Action, Adventure, Comedy","USA, Hong Kong",6.6,88648
The Bounty Hunter,2010,"Action, Comedy, Romance",USA,5.5,88695
Cliffhanger,1993,"Action, Adventure, Thriller","USA, Italy, France",6.4,88702
City of Angels,1998,"Drama, Fantasy, Romance","Germany, USA",6.7,88727
Nella tana dei lupi,2018,"Action, Crime, Drama",USA,7.0,88814
Carnage,2011,"Comedy, Drama","France, Germany, Poland, Spain",7.2,88846
TRON,1982,"Action, Adventure, Sci-Fi",USA,6.8,88860
Roman Holiday,1953,"Comedy, Romance",USA,8.1,88920
The Invention of Lying,2009,"Comedy, Fantasy",USA,6.4,89083
Seven Years in Tibet,1997,"Adventure, Biography, Drama","USA, UK",7,89275
Little Children,2006,"Drama, Romance",USA,7.6,89282
Kramer vs. Kramer,1979,Drama,USA,7.8,89315
Papillon,1973,"Biography, Crime, Drama","France, USA",8.1,89371
Rat Race,2001,"Adventure, Comedy","Canada, USA",6.4,89386
Premium Rush,2012,"Action, Crime, Thriller",USA,6.5,89431
Red Eye,2005,"Mystery, Thriller",USA,6.5,89509
"Good Morning, Vietnam",1987,"Biography, Comedy, Drama",USA,7.3,89608
M,1931,"Crime, Drama, Thriller",Germany,8.4,89616
Water for Elephants,2011,"Drama, Romance",USA,7,89861
Hostage,2005,"Crime, Drama, Mystery","USA, Germany",6.6,89927
White Chicks,2004,"Crime, Comedy",USA,5.4,89978
Jack Ryan: Shadow Recruit,2014,"Action, Thriller","USA, Russia",6.2,89990
Un sogno chiamato Florida,2017,Drama,USA,7.6,90024
The Curse of the Were-Rabbit,2005,"Animation, Comedy, Family","UK, USA",7.5,90150
Pay It Forward,2000,Drama,USA,7.1,90165
The Hunchback of Notre Dame,1996,"Animation, Drama, Family",USA,6.9,90209
On the Waterfront,1954,"Crime, Drama",USA,8.3,90271
Cars 2,2011,"Animation, Adventure, Comedy",USA,6.3,90405
A Time to Kill,1996,"Crime, Drama, Thriller",USA,7.4,90592
Street Kings,2008,"Action, Crime, Drama",USA,6.8,90603
The Phantom of the Opera,2004,"Drama, Musical, Romance","UK, USA",7.4,90647
My Best Friend's Wedding,1997,"Comedy, Romance",USA,6.3,90676
The NeverEnding Story,1984,"Adventure, Drama, Family","West Germany, USA",7.4,90676
Lost Highway,1997,"Drama, Thriller","France, USA",7.7,90677
Ghost World,2001,"Comedy, Drama","USA, UK, Germany",7.5,90810
Geostorm,2017,"Action, Sci-Fi, Thriller",USA,5.3,90841
Scream 3,2000,"Horror, Mystery",USA,5.5,90923
The Monuments Men,2014,"Drama, War","USA, Germany",6.1,91115
Barry Lyndon,1975,"Adventure, Drama, History","UK, USA, Ireland",8.1,91117
Insidious: Chapter 2,2013,"Horror, Thriller","USA, Canada",6.6,91135
Priest,2011,"Action, Fantasy, Horror",USA,5.7,91219
Dear John,2010,"Drama, Romance, War",USA,6.3,91372
Mission: Impossible - Rogue Nation,2015,"Action, Adventure, Thriller","USA, Hong Kong, China",7.8,91390
Sin City: A Dame to Kill For,2014,"Crime, Thriller",USA,6.6,91398
Let's Be Cops,2014,Comedy,USA,6.5,91431
A Bronx Tale,1993,"Crime, Drama",USA,7.8,91542
Spartacus,1960,"Adventure, Biography, Drama",USA,8,91559
Mad Max Beyond Thunderdome,1985,"Action, Adventure, Sci-Fi",Australia,6.2,91633
My Big Fat Greek Wedding,2002,"Comedy, Romance","USA, Canada",6.6,91697
Rashomon,1950,"Crime, Drama",Japan,8.3,91765
Highlander,1986,"Action, Adventure, Fantasy",UK,7.2,91766
Billy Elliot,2000,"Comedy, Drama, Music","UK, France",7.7,91770
John Q,2002,"Crime, Drama, Thriller",USA,7,91800
Dune,1984,"Action, Adventure, Sci-Fi",USA,6.6,91871
La Haine,1995,"Crime, Drama",France,8.1,92008
Hairspray,2007,"Comedy, Musical, Romance","USA, UK",6.8,92127
From Paris with Love,2010,"Action, Thriller",France,6.5,92192
Deep Blue Sea,1999,"Action, Sci-Fi, Thriller","USA, Australia",5.8,92217
Star Trek: First Contact,1996,"Action, Adventure, Sci-Fi",USA,7.6,92291
